personnel_id,unit_type,role_operational_intensity,duty_hours_weekly,overtime_hours_weekly,deployment_duration_months,deployments_last_3_years,days_since_last_leave,leave_days_taken_annual,recovery_rest_days_monthly,avg_sleep_hours,sleep_disruption_index,physical_readiness_score,wellness_survey_score,peer_support_score,environmental_hardship_score,risk_score,risk_category
PX-12456,Combat Engineers,High,46.3,0.0,6.2,2,164,28.9,1.4,6.4,4.4,80.7,20.6,4.1,3.0,0.092,LOW
PX-14640,Infantry,High,56.3,3.4,11.1,3,246,28.8,1.8,5.5,5.5,80.6,12.5,3.3,3.1,0.39,MODERATE
PX-10870,Signals,Medium,56.4,5.9,5.0,1,244,59.4,1.7,6.6,2.6,73.1,18.8,3.8,2.3,0.116,LOW
PX-12583,Infantry,Extreme,55.6,7.8,10.7,2,264,12.4,0.0,4.7,9.1,77.4,10.4,4.4,4.5,0.686,ELEVATED
PX-13549,Logistics & ASC,Medium,42.9,0.0,4.9,3,168,39.7,3.0,6.9,2.8,,20.4,3.2,2.9,0.02,LOW
PX-13051,Infantry,Extreme,54.2,3.5,7.8,2,193,24.8,0.2,5.2,6.2,,15.9,4.4,5.0,0.384,MODERATE
PX-12873,Infantry,Low,47.7,0.0,7.5,3,207,46.3,3.6,7.0,2.7,97.7,20.1,3.9,1.4,0.02,LOW
PX-12869,Infantry,High,46.8,0.0,8.0,0,226,22.0,2.7,4.4,6.1,69.8,12.9,3.8,3.8,0.46,MODERATE
PX-13718,Logistics & ASC,Medium,55.5,2.9,4.1,1,223,35.5,4.2,5.1,4.0,83.7,14.6,3.4,2.7,0.219,LOW
PX-10716,Combat Engineers,Extreme,70.6,17.3,8.2,2,193,17.7,0.4,4.5,10.0,79.0,,3.1,4.1,0.696,ELEVATED
PX-14125,Infantry,Extreme,68.4,15.5,8.5,2,219,15.2,0.1,5.8,7.4,64.5,16.0,3.8,4.2,0.511,MODERATE
PX-12113,Combat Engineers,High,62.4,9.1,6.2,1,183,48.0,2.7,5.9,6.4,82.7,15.0,3.5,3.0,0.375,LOW
PX-11156,Infantry,High,59.8,6.7,16.7,2,361,17.3,3.2,6.2,5.2,70.1,12.4,3.8,4.0,0.404,MODERATE
PX-11767,Infantry,High,57.1,3.6,6.0,4,155,18.9,0.0,4.6,6.8,69.2,12.9,3.6,3.6,0.52,MODERATE
PX-13879,Armored,Medium,41.8,0.0,4.1,3,151,34.6,4.2,7.1,2.4,80.4,24.1,4.1,2.0,0.02,LOW
PX-12663,Infantry,Extreme,66.3,11.5,8.3,2,215,17.6,0.3,4.3,10.0,73.8,16.8,5.0,4.8,0.543,MODERATE
PX-11333,Medical Corps,Medium,46.3,0.0,8.9,5,290,35.6,1.7,7.6,,80.2,23.6,3.6,2.2,0.056,LOW
PX-12311,Infantry,Medium,47.6,0.0,10.6,1,244,28.2,2.0,6.6,2.5,70.6,19.1,4.6,2.9,0.125,LOW
PX-13406,Armored,Medium,44.4,0.0,5.0,2,170,45.4,1.4,6.0,4.6,,20.0,3.6,3.0,0.186,LOW
PX-13314,Artillery,Medium,58.9,8.9,8.8,0,211,45.7,1.9,5.5,5.9,77.0,10.5,2.3,2.0,0.46,MODERATE
PX-10311,Armored,Medium,41.6,0.0,3.7,2,143,47.8,3.9,6.2,3.3,57.3,22.2,3.1,1.9,0.054,LOW
PX-10573,Air Defense,Extreme,70.0,12.5,11.1,3,264,20.2,0.0,5.2,9.0,68.1,8.5,3.6,4.9,0.776,ELEVATED
PX-12252,Artillery,Extreme,61.9,13.6,10.5,4,241,8.1,1.1,5.6,10.0,74.8,14.6,3.6,4.9,0.545,MODERATE
PX-10232,Medical Corps,Medium,53.9,6.1,8.9,1,235,34.2,2.5,5.3,4.9,75.0,8.7,3.1,1.8,0.4,MODERATE
PX-14674,Signals,Medium,56.1,8.2,8.5,3,219,24.5,2.3,5.5,3.5,76.8,15.1,4.0,2.2,0.317,LOW
PX-12551,Armored,High,54.8,4.5,7.6,1,195,31.2,0.0,5.2,6.4,69.7,19.0,4.6,3.8,0.345,LOW
PX-10015,Infantry,Medium,58.8,9.5,4.1,0,122,44.0,3.1,5.8,3.9,80.4,21.0,4.7,2.2,0.137,LOW
PX-13380,Artillery,Medium,58.0,12.1,3.6,2,120,50.9,2.1,6.3,2.2,79.9,16.8,3.3,2.5,0.094,LOW
PX-10332,Signals,Low,38.9,0.0,3.1,2,128,47.9,4.5,7.1,1.0,90.9,25.5,3.6,2.0,0.02,LOW
PX-11575,Infantry,High,58.5,5.9,8.5,4,273,24.1,0.7,5.0,5.2,72.0,10.1,4.5,3.4,0.454,MODERATE
PX-10808,Armored,Low,46.6,1.6,2.3,2,187,47.0,4.6,8.1,0.3,97.6,26.6,3.9,2.1,0.02,LOW
PX-13590,Air Defense,High,55.4,0.8,9.7,2,222,28.7,1.1,5.8,4.3,79.1,16.5,3.6,3.6,0.312,LOW
PX-12637,Infantry,Extreme,61.9,11.9,7.0,1,187,21.8,0.0,5.5,9.2,72.9,14.6,4.7,4.4,0.436,MODERATE
PX-12888,Infantry,High,51.7,4.5,7.1,1,196,27.5,1.4,5.4,5.6,79.9,19.8,4.2,3.4,0.3,LOW
PX-12836,Signals,Low,44.9,0.0,2.1,1,144,43.1,3.8,6.6,1.7,79.5,16.7,2.6,1.5,0.02,LOW
PX-13765,Air Defense,Medium,46.8,0.0,5.9,0,151,33.6,3.2,6.4,4.6,74.7,19.4,3.9,2.3,0.057,LOW
PX-10144,Armored,Medium,51.6,4.5,7.4,3,198,39.6,3.4,5.9,2.9,90.2,17.1,3.2,2.1,0.143,LOW
PX-10542,Air Defense,High,53.3,4.5,9.8,2,269,21.6,4.1,5.6,6.0,72.0,22.3,4.6,3.8,0.258,LOW
PX-14311,Air Defense,High,61.7,9.0,6.1,3,190,27.6,0.0,4.7,9.5,84.9,16.6,3.7,3.2,0.518,MODERATE
PX-13252,Artillery,High,59.4,8.6,7.5,3,207,32.0,2.0,5.5,7.3,84.1,16.9,3.5,3.3,0.414,MODERATE
PX-14770,Signals,Medium,44.6,0.0,5.1,1,139,38.8,3.4,6.4,3.0,89.8,17.5,4.0,2.9,0.02,LOW
PX-14920,Artillery,Medium,56.5,4.3,3.6,1,110,50.3,4.0,7.2,2.1,95.8,21.6,3.7,2.3,0.02,LOW
PX-14950,Infantry,Low,46.8,0.0,3.6,2,146,56.8,3.8,6.5,2.1,72.8,24.4,3.5,1.9,0.02,LOW
PX-11931,Combat Engineers,High,53.6,3.1,14.0,1,358,24.3,2.3,6.6,4.8,89.6,21.9,3.8,3.0,0.284,LOW
PX-14267,Air Defense,Extreme,54.8,9.1,7.1,2,190,16.6,0.2,5.8,7.6,79.9,17.2,3.1,4.2,0.446,MODERATE
PX-10203,Infantry,High,55.8,4.2,16.3,1,339,24.7,0.4,4.9,7.3,69.7,13.2,4.3,3.5,0.666,ELEVATED
PX-13495,Air Defense,High,55.6,6.4,10.4,0,265,24.8,2.4,6.6,4.0,94.3,17.9,3.1,3.6,0.209,LOW
PX-12747,Infantry,High,55.5,5.4,6.4,3,179,27.8,2.6,4.1,8.5,78.2,14.9,3.7,3.6,0.488,MODERATE
PX-12160,Armored,High,51.7,3.7,6.7,1,174,26.7,1.4,5.7,4.9,76.1,18.2,4.3,4.1,0.223,LOW
PX-11739,Air Defense,Medium,46.4,0.0,3.6,3,141,52.4,2.6,6.3,,77.1,20.9,3.6,2.0,0.02,LOW
PX-14086,Combat Engineers,Medium,49.9,0.0,5.9,3,187,43.0,3.2,6.8,2.2,80.6,18.1,3.2,2.7,0.02,LOW
PX-13207,Infantry,Medium,51.2,0.0,7.3,0,200,42.0,3.1,7.0,1.2,78.4,21.4,3.8,2.2,0.02,LOW
PX-12680,Air Defense,Extreme,55.6,5.4,9.2,1,246,21.7,1.6,5.4,6.6,57.4,12.7,3.7,4.8,0.506,MODERATE
PX-10032,Artillery,Low,37.3,0.0,3.2,0,114,60.0,4.6,6.2,2.3,73.2,25.5,4.5,1.4,0.02,LOW
PX-10468,Infantry,High,62.6,10.2,6.6,2,188,34.2,2.1,5.3,7.8,62.1,16.3,3.7,3.0,0.475,MODERATE
PX-12956,Infantry,High,65.9,14.4,6.5,1,166,30.8,0.7,5.5,7.6,75.7,11.5,3.2,3.9,0.423,MODERATE
PX-14907,Infantry,Extreme,63.9,10.9,7.2,2,182,18.7,1.2,4.9,9.1,68.2,15.9,4.8,3.8,0.464,MODERATE
PX-14921,Infantry,High,50.5,0.8,14.5,1,318,5.6,1.9,5.9,5.3,75.0,18.5,3.9,3.2,0.327,LOW
PX-13138,Air Defense,High,60.2,4.0,5.8,1,179,34.4,1.8,5.4,7.6,79.6,16.2,3.9,4.1,0.353,LOW
PX-13955,Combat Engineers,High,56.5,5.5,11.9,3,323,18.7,1.8,5.8,5.4,75.3,17.0,4.9,4.0,0.304,LOW
PX-14416,Combat Engineers,High,64.6,11.2,6.9,4,186,27.4,0.0,4.6,9.0,89.7,13.7,4.9,4.2,0.551,MODERATE
PX-10458,Air Defense,Medium,43.1,0.0,6.6,2,165,47.1,3.3,6.6,3.0,75.1,,3.7,2.1,0.02,LOW
PX-13101,Infantry,Medium,49.4,1.2,18.0,3,365,31.1,4.1,6.2,4.2,89.0,16.3,3.6,1.9,0.205,LOW
PX-14549,Artillery,Low,36.1,0.0,2.3,0,91,57.2,3.5,6.7,2.6,76.9,22.6,3.7,2.2,0.02,LOW
PX-12411,Medical Corps,Medium,39.7,0.0,4.7,4,160,43.5,3.9,6.7,1.4,84.1,28.1,4.5,2.0,0.02,LOW
PX-11514,Logistics & ASC,Low,39.1,0.0,2.0,1,114,57.8,3.5,8.0,0.3,90.6,25.2,3.4,1.5,0.02,LOW
PX-13819,Logistics & ASC,High,52.7,5.1,15.1,2,319,18.3,2.3,5.5,6.8,87.1,14.9,3.6,3.7,0.494,MODERATE
PX-12461,Signals,Medium,47.3,0.0,6.3,0,182,45.4,3.6,6.5,4.7,81.9,21.4,4.3,2.9,0.081,LOW
PX-12243,Artillery,High,55.5,7.3,7.7,1,235,28.0,1.6,6.3,4.6,81.8,18.9,4.1,3.0,0.147,LOW
PX-11560,Medical Corps,Medium,46.1,0.6,4.1,3,249,46.5,3.4,7.0,,79.1,21.7,4.2,2.9,0.02,LOW
PX-11671,Combat Engineers,Medium,51.8,3.5,4.4,3,152,38.8,1.9,5.7,4.0,76.9,19.7,3.8,2.5,0.108,LOW
PX-11966,Signals,Medium,61.8,10.9,4.6,0,164,49.8,1.7,5.5,5.5,84.2,18.9,4.4,2.4,0.181,LOW
PX-11943,Infantry,High,68.2,12.3,15.4,3,365,14.9,0.5,4.3,8.8,74.6,12.0,3.7,3.8,0.836,ELEVATED
PX-14260,Medical Corps,Extreme,62.9,9.8,8.6,5,212,28.0,0.6,4.0,10.0,68.6,7.7,3.2,4.4,0.792,ELEVATED
PX-13606,Infantry,Medium,39.8,0.0,4.2,0,120,45.3,3.8,6.8,2.0,66.3,23.6,3.8,2.3,0.02,LOW
PX-10859,Armored,Medium,43.4,0.0,4.1,3,191,40.4,2.9,7.2,2.5,88.6,21.8,4.5,2.2,0.02,LOW
PX-12010,Infantry,Low,50.4,2.0,6.4,0,170,39.9,2.2,5.9,1.9,76.1,18.5,3.2,1.8,0.093,LOW
PX-12944,Artillery,High,68.2,13.0,7.1,2,250,28.2,1.5,3.7,9.3,77.4,6.4,3.2,4.0,0.709,ELEVATED
PX-11128,Signals,Medium,48.1,0.0,4.7,0,141,45.1,2.7,6.4,,85.7,20.2,3.8,2.1,0.02,LOW
PX-10193,Air Defense,High,59.9,11.8,6.0,3,158,29.7,0.4,5.4,6.7,81.0,17.8,3.8,3.1,0.326,LOW
PX-10264,Logistics & ASC,Medium,59.8,7.0,9.9,3,228,37.4,3.3,4.4,5.4,73.1,12.8,3.9,2.5,0.492,MODERATE
PX-11893,Infantry,Medium,47.4,0.0,12.1,4,312,25.4,3.0,5.6,3.2,81.7,21.5,5.0,2.0,0.118,LOW
PX-12652,Air Defense,High,58.8,7.8,10.5,4,251,27.8,2.5,5.6,6.0,85.1,13.0,3.9,3.2,0.382,MODERATE
PX-13647,Artillery,Medium,44.1,0.0,3.7,0,128,47.5,2.7,7.9,0.5,83.0,28.3,4.4,2.8,0.02,LOW
PX-12914,Armored,Extreme,62.1,8.2,8.4,6,255,12.6,2.3,4.5,9.8,64.0,12.7,4.3,4.1,0.567,MODERATE
PX-13297,Armored,Medium,58.8,9.9,3.8,1,128,42.8,3.5,6.2,3.5,74.4,14.4,4.2,2.4,0.12,LOW
PX-12639,Infantry,High,53.1,4.4,8.9,2,238,26.0,0.2,5.0,6.2,75.6,13.9,3.7,3.8,0.414,MODERATE
PX-11411,Medical Corps,Medium,47.8,0.0,5.8,1,153,42.4,1.7,6.7,4.1,78.9,18.1,2.6,2.5,0.059,LOW
PX-12333,Infantry,High,50.0,1.4,6.8,3,181,12.1,1.3,5.8,4.8,69.5,21.2,4.7,3.8,0.228,LOW
PX-14323,Infantry,High,54.4,5.3,5.6,0,182,35.4,1.9,4.7,6.1,75.8,11.1,2.9,3.9,0.439,MODERATE
PX-14942,Combat Engineers,Extreme,59.2,9.2,7.5,6,240,17.5,0.9,4.6,8.2,51.2,13.1,4.1,4.3,0.491,MODERATE
PX-10719,Medical Corps,Low,50.9,5.0,4.7,0,132,51.6,3.6,7.0,0.1,78.0,20.7,3.5,1.6,0.02,LOW
PX-14085,Logistics & ASC,Low,46.0,0.0,10.8,0,240,34.0,4.7,7.3,1.0,77.9,21.6,3.7,1.5,0.02,LOW
PX-11198,Artillery,Medium,44.4,1.0,3.9,1,125,43.0,1.5,6.8,2.7,63.1,20.8,3.6,2.6,0.02,LOW
PX-11080,Infantry,Medium,55.8,6.8,5.1,0,164,37.0,1.2,5.8,4.9,80.7,20.9,3.6,2.1,0.149,LOW
PX-13048,Logistics & ASC,Medium,46.1,0.0,8.1,2,212,25.4,3.5,6.2,3.3,84.9,18.1,3.0,2.6,0.157,LOW
PX-14778,Artillery,High,57.6,11.1,5.6,4,148,29.4,1.6,5.7,5.9,76.6,14.9,3.4,3.9,0.198,LOW
PX-12293,Artillery,Low,49.9,0.6,2.7,1,105,55.6,2.3,7.2,1.6,91.2,15.7,2.3,1.7,0.02,LOW
PX-12455,Combat Engineers,High,56.0,8.3,5.9,1,159,23.1,0.6,6.7,3.3,87.0,18.9,3.5,3.1,0.117,LOW
PX-13744,Infantry,High,56.9,9.5,6.7,2,176,29.3,3.2,4.4,7.6,77.3,15.4,3.9,3.8,0.429,MODERATE
PX-13633,Armored,High,58.7,9.2,8.7,2,211,19.2,0.0,5.9,4.7,67.5,17.3,3.1,3.8,0.389,MODERATE
PX-13391,Signals,Medium,45.9,0.0,10.3,1,230,41.4,4.6,7.1,2.3,90.3,17.4,3.0,2.1,0.068,LOW
PX-13968,Armored,Extreme,57.5,7.6,8.5,0,295,16.6,0.0,4.8,6.7,72.3,11.6,2.8,4.9,0.613,MODERATE
PX-10686,Armored,Low,41.4,0.0,2.3,2,95,45.7,4.7,7.5,1.0,85.3,23.1,3.2,1.8,0.02,LOW
PX-14336,Infantry,High,47.9,0.0,7.6,3,190,30.1,2.5,6.1,6.2,75.6,21.6,4.1,3.8,0.272,LOW
PX-11970,Artillery,High,57.8,9.3,6.2,2,166,38.7,2.3,5.3,7.3,63.3,12.2,3.5,3.0,0.397,MODERATE
PX-13321,Armored,High,59.2,7.4,7.5,1,269,35.2,0.0,5.5,5.8,,17.4,3.4,3.3,0.412,MODERATE
PX-11974,Infantry,High,58.4,7.2,7.9,0,192,22.0,2.5,4.5,7.7,66.7,11.6,3.0,4.0,0.488,MODERATE
PX-13511,Signals,Medium,46.7,0.0,3.8,3,119,44.5,2.7,6.6,1.0,69.4,20.2,4.0,2.0,0.02,LOW
PX-11528,Infantry,High,52.6,1.4,11.0,4,264,14.5,2.6,5.0,5.0,61.5,12.5,3.7,3.1,0.423,MODERATE
PX-11846,Artillery,Medium,49.9,1.0,5.7,0,179,51.6,3.7,6.3,2.0,82.8,14.4,3.0,3.0,0.073,LOW
PX-12704,Signals,Medium,53.3,3.8,5.7,2,150,37.0,3.4,5.9,3.8,88.2,14.0,3.7,2.5,0.168,LOW
PX-13471,Armored,High,54.9,5.8,5.9,2,226,29.5,2.0,6.5,5.1,71.1,15.3,3.9,3.2,0.201,LOW
PX-11003,Infantry,Medium,56.9,5.5,4.7,1,187,45.0,1.7,5.8,2.9,74.4,16.3,3.2,2.0,0.19,LOW
PX-13767,Artillery,Extreme,65.8,15.4,8.8,3,231,16.7,0.0,4.2,9.2,82.6,7.7,3.7,5.0,0.73,ELEVATED
PX-13780,Infantry,High,55.4,4.0,5.7,2,173,19.7,1.1,6.6,5.0,78.3,19.8,3.9,3.5,0.204,LOW
PX-14129,Logistics & ASC,Medium,45.3,0.0,8.1,1,194,38.5,3.6,6.3,4.1,,22.7,4.4,2.1,0.02,LOW
PX-11956,Combat Engineers,Medium,36.6,0.0,4.0,1,140,36.4,4.0,6.3,3.2,78.9,26.1,3.6,2.9,0.02,LOW
PX-10749,Logistics & ASC,Extreme,56.1,3.2,10.5,0,315,18.4,0.7,4.9,7.7,74.3,11.4,4.1,4.1,0.531,MODERATE
PX-12500,Infantry,High,57.1,6.0,5.5,1,235,42.2,2.0,5.1,6.2,76.9,23.8,4.0,3.3,0.395,MODERATE
PX-10761,Infantry,Extreme,67.6,14.7,7.1,2,201,11.9,0.8,5.6,9.8,77.6,13.6,4.9,3.8,0.51,MODERATE
PX-13295,Medical Corps,Medium,45.4,0.0,5.3,3,171,29.8,2.7,5.1,3.8,92.4,16.4,3.8,2.3,0.121,LOW
PX-13397,Infantry,Extreme,60.7,6.6,11.2,2,271,15.3,0.0,4.9,10.0,75.3,13.9,4.0,4.1,0.644,MODERATE
PX-11279,Combat Engineers,Low,49.5,2.7,4.4,2,184,49.4,2.6,6.8,0.9,92.7,22.6,3.4,2.1,0.02,LOW
PX-11068,Infantry,Medium,53.4,6.7,4.4,1,162,44.1,1.6,6.4,3.0,75.5,13.7,3.1,2.6,0.102,LOW
PX-10966,Medical Corps,Medium,44.5,0.0,6.5,3,249,33.7,0.6,7.1,1.9,79.1,23.1,3.7,2.9,0.097,LOW
PX-14495,Artillery,Medium,54.9,6.4,4.3,1,216,36.7,2.5,6.2,3.4,80.3,16.5,2.8,2.3,0.207,LOW
PX-10457,Armored,High,56.7,4.4,6.3,3,182,38.9,1.9,5.8,5.5,68.7,16.3,4.1,4.0,0.254,LOW
PX-14709,Artillery,High,55.8,0.4,6.4,1,190,29.2,1.8,5.1,5.4,70.1,,3.8,3.2,0.317,LOW
PX-10697,Combat Engineers,Extreme,65.5,10.9,7.4,2,210,27.8,1.3,6.4,8.0,74.4,12.4,4.2,4.7,0.383,MODERATE
PX-13160,Medical Corps,Medium,52.5,2.7,8.3,1,202,35.1,3.3,7.0,1.7,70.9,26.3,4.1,2.7,0.02,LOW
PX-12638,Air Defense,High,57.6,4.0,15.9,2,365,18.9,1.3,6.0,5.2,75.0,13.5,4.1,3.9,0.506,MODERATE
PX-12706,Logistics & ASC,Low,43.1,0.0,7.4,0,178,43.8,4.8,7.5,0.0,94.0,27.2,4.2,1.2,0.02,LOW
PX-11569,Armored,Extreme,61.0,6.5,7.6,2,279,17.1,0.9,3.7,9.4,69.5,14.7,4.3,3.9,0.656,ELEVATED
PX-13760,Medical Corps,Medium,46.8,0.0,6.0,1,175,37.9,3.3,6.5,4.0,64.8,20.6,3.8,2.4,0.03,LOW
PX-10235,Air Defense,High,60.7,9.7,10.9,1,248,22.3,0.2,5.7,6.8,69.0,17.1,4.1,3.4,0.416,MODERATE
PX-11484,Combat Engineers,Extreme,67.7,14.2,11.1,1,269,15.7,0.9,5.1,10.0,73.1,4.3,2.9,4.9,0.806,ELEVATED
PX-11877,Artillery,Medium,49.5,0.0,3.7,3,131,36.9,3.9,6.4,4.0,80.7,20.2,3.8,2.5,0.026,LOW
PX-13409,Infantry,High,55.0,5.5,7.3,0,247,25.9,0.6,5.9,5.8,65.3,15.3,3.2,4.1,0.359,LOW
PX-14874,Armored,Medium,58.3,7.3,4.6,3,201,34.1,3.5,6.5,1.9,83.0,21.9,4.3,2.8,0.055,LOW
PX-12777,Armored,Extreme,57.9,9.0,8.9,0,237,19.8,0.0,4.5,8.4,69.2,10.5,3.6,4.3,0.552,MODERATE
PX-13404,Logistics & ASC,High,52.5,1.8,5.9,2,165,46.6,2.7,6.6,4.9,77.7,19.3,3.1,3.6,0.162,LOW
PX-12083,Infantry,Medium,44.9,0.0,13.8,2,325,30.4,4.0,7.1,2.8,75.8,20.2,3.6,2.9,0.081,LOW
PX-10701,Artillery,Low,45.5,1.8,3.5,0,120,45.1,5.4,6.0,2.1,77.8,19.3,3.4,1.2,0.02,LOW
PX-12056,Medical Corps,High,50.5,2.8,9.2,1,227,27.9,3.2,5.3,7.6,93.4,11.5,3.0,3.0,0.367,LOW
PX-10098,Infantry,Extreme,68.4,17.8,7.1,1,178,19.3,1.8,4.4,10.0,59.6,11.3,3.1,4.2,0.733,ELEVATED
PX-14314,Infantry,Medium,54.2,7.4,7.7,2,190,34.6,4.4,6.8,2.1,85.6,19.2,4.7,2.8,0.02,LOW
PX-10248,Artillery,Low,48.5,1.4,5.7,2,182,43.8,3.5,7.1,1.9,80.5,21.0,4.3,1.3,0.02,LOW
PX-10755,Infantry,High,58.9,7.6,5.9,3,213,30.7,2.8,5.6,5.3,82.5,18.3,4.3,3.9,0.284,LOW
PX-13939,Infantry,Extreme,67.3,13.7,8.5,4,216,15.8,2.4,4.8,10.0,72.8,6.7,2.9,4.6,0.667,ELEVATED
PX-10409,Medical Corps,High,58.7,2.7,11.8,2,328,22.3,0.7,4.3,7.5,65.8,9.1,3.4,3.4,0.722,ELEVATED
PX-11685,Infantry,High,62.7,9.5,8.2,3,193,27.8,2.4,5.2,8.2,66.7,9.1,3.7,3.5,0.547,MODERATE
PX-11644,Infantry,High,52.2,2.5,8.2,1,212,30.7,1.6,5.1,6.0,,,3.7,3.8,0.373,LOW
PX-13444,Logistics & ASC,High,57.6,8.7,7.4,0,183,27.9,2.8,4.8,7.2,61.5,13.0,3.9,3.8,0.501,MODERATE
PX-11853,Signals,Medium,42.8,0.0,4.8,2,174,38.2,3.0,6.5,2.3,79.4,18.8,3.8,2.2,0.02,LOW
PX-10955,Logistics & ASC,Medium,45.3,0.0,7.8,1,229,41.7,3.6,5.8,4.3,76.7,15.0,3.3,2.8,0.173,LOW
PX-14096,Combat Engineers,High,50.9,4.8,8.0,6,193,35.0,2.4,5.3,6.3,73.8,16.2,3.8,3.3,0.365,LOW
PX-14360,Infantry,Medium,46.9,0.3,3.6,1,144,39.6,3.4,6.8,1.0,81.6,23.8,3.5,2.0,0.02,LOW
PX-13934,Armored,High,51.7,1.0,10.5,3,236,24.1,2.4,5.2,5.7,85.5,12.5,3.7,3.3,0.345,LOW
PX-11188,Infantry,High,56.8,6.7,18.0,4,365,20.2,1.6,4.7,5.8,65.8,10.0,3.7,3.4,0.555,MODERATE
PX-12159,Infantry,Medium,47.3,0.0,4.2,0,148,39.6,3.1,6.1,3.5,77.0,22.1,4.3,2.8,0.054,LOW
PX-12527,Logistics & ASC,Medium,45.8,0.0,7.1,1,285,47.8,3.3,6.0,5.1,68.4,16.6,2.4,2.4,0.282,LOW
PX-10147,Combat Engineers,High,48.4,0.0,8.1,2,200,28.3,1.1,5.3,6.7,68.6,14.5,5.0,4.0,0.38,MODERATE
PX-10392,Combat Engineers,Extreme,58.4,5.2,9.4,2,243,18.2,0.0,4.5,9.4,70.7,12.7,4.5,4.1,0.598,MODERATE
PX-13786,Medical Corps,Medium,47.2,0.0,5.3,0,193,43.9,3.4,6.6,3.5,88.9,18.2,2.5,3.0,0.104,LOW
PX-12398,Infantry,Extreme,63.2,11.8,9.3,0,255,19.3,1.2,4.7,9.8,70.3,12.6,3.2,4.7,0.692,ELEVATED
PX-12431,Signals,Medium,49.4,0.0,5.3,2,143,27.8,2.4,5.6,4.6,70.8,19.5,3.1,2.0,0.139,LOW
PX-12147,Medical Corps,Medium,47.3,0.0,4.1,0,155,42.3,1.9,6.7,3.6,85.8,17.2,2.9,2.1,0.07,LOW
PX-12728,Artillery,High,54.8,4.7,6.5,5,170,28.2,2.1,5.5,5.9,90.0,14.3,3.0,4.1,0.279,LOW
PX-13005,Air Defense,High,54.1,4.8,6.6,1,166,24.7,2.7,8.1,4.8,86.1,21.7,3.7,4.0,0.138,LOW
PX-14007,Infantry,High,46.1,0.0,12.7,3,284,19.6,1.5,6.1,5.9,92.1,14.5,4.4,3.3,0.297,LOW
PX-13926,Combat Engineers,High,48.0,0.0,8.6,3,206,25.7,1.2,5.6,,75.1,21.1,4.2,4.0,0.157,LOW
PX-10022,Medical Corps,High,60.3,9.6,6.5,1,237,39.1,0.8,4.7,9.7,74.9,13.8,4.0,3.2,0.601,MODERATE
PX-11578,Medical Corps,Extreme,60.3,9.8,18.0,1,365,9.5,0.0,5.2,8.2,74.7,10.2,3.7,4.2,0.658,ELEVATED
PX-10806,Signals,Medium,47.1,3.1,4.7,2,151,33.2,0.8,7.0,2.3,80.1,19.0,3.3,2.1,0.02,LOW
PX-11807,Armored,Extreme,64.8,12.6,9.4,2,247,13.1,0.2,3.9,10.0,72.1,8.3,3.4,4.5,0.814,ELEVATED
PX-10708,Armored,Low,52.3,3.2,4.0,2,329,49.7,5.4,5.9,2.6,78.9,17.6,3.9,2.1,0.054,LOW
PX-14354,Logistics & ASC,Medium,48.4,0.0,10.0,0,254,34.8,1.5,6.8,1.5,80.0,19.1,3.2,2.8,0.137,LOW
PX-13994,Infantry,High,64.1,9.1,6.8,1,264,27.9,1.2,4.2,8.2,68.1,10.7,3.5,3.2,0.634,MODERATE
PX-13917,Combat Engineers,Medium,50.6,3.8,3.8,4,200,43.8,4.7,6.2,2.9,77.1,18.9,3.3,3.0,0.026,LOW
PX-13655,Infantry,Medium,53.4,1.3,5.2,3,196,42.5,2.9,5.6,1.7,70.6,16.9,4.2,2.6,0.161,LOW
PX-14154,Combat Engineers,High,63.7,12.3,7.0,3,235,37.0,2.0,4.1,7.6,68.5,13.8,3.3,3.5,0.614,MODERATE
PX-13913,Artillery,Medium,40.9,0.0,6.5,1,178,42.7,3.9,7.4,1.3,94.3,22.6,3.5,2.1,0.02,LOW
PX-10251,Logistics & ASC,Low,42.8,0.0,2.0,1,90,56.4,5.0,6.8,0.7,73.8,24.6,3.7,1.2,0.02,LOW
PX-13279,Infantry,Medium,48.8,0.0,5.7,6,186,51.7,4.2,6.7,1.8,70.5,23.5,4.4,1.9,0.02,LOW
PX-10467,Medical Corps,Low,45.0,1.4,3.2,1,125,47.6,3.8,6.4,0.9,88.6,20.9,3.8,1.5,0.02,LOW
PX-11717,Combat Engineers,Extreme,56.5,5.7,9.5,2,325,16.5,1.2,4.8,6.5,75.4,12.3,3.5,4.5,0.484,MODERATE
PX-10100,Logistics & ASC,Medium,43.4,0.0,3.7,3,114,45.6,2.1,7.5,2.6,95.3,23.9,4.7,2.2,0.02,LOW
PX-12784,Infantry,High,66.8,10.2,5.6,2,156,29.6,0.0,5.4,6.3,67.9,17.6,4.8,3.3,0.337,LOW
PX-12391,Signals,Low,37.5,0.0,3.4,0,111,51.0,1.1,6.8,0.6,80.8,26.3,3.2,2.0,0.02,LOW
PX-12550,Combat Engineers,Extreme,68.0,16.6,11.1,2,264,23.5,0.0,4.6,9.7,87.0,7.1,3.8,4.4,0.753,ELEVATED
PX-13798,Armored,Low,44.2,0.0,2.5,0,90,46.8,4.1,6.8,3.0,72.1,20.8,3.8,1.7,0.02,LOW
PX-14295,Armored,Medium,49.5,0.0,6.3,6,177,35.6,2.0,6.0,4.5,74.0,17.7,4.7,3.0,0.118,LOW
